name,value
严重精神障碍（系统治疗三个月以上）,3
严重精神障碍（系统治疗三个月以上）,3
严重精神障碍（系统治疗三个月以上）,3
癫痫,4
精神病按床日收费（单病种）,1
核酸检测门诊报销,24
癫痫,4
脑瘫,2
癫痫,4
脑瘫,2
癫痫,4
意外伤害,2
慢性胃炎,1
核酸检测门诊报销,24
核酸检测门诊报销,24
慢性鼻窦炎,1
核酸检测门诊报销,24
特发性血小板减少性紫癜,1
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
意外伤害,2
核酸检测门诊报销,24
腹痛,1
核酸检测门诊报销,24
肺炎,2
核酸检测门诊报销,24
支气管炎,1
肺炎,2
核酸检测门诊报销,24
核酸检测门诊报销,24
支气管肺炎,1
原发性血小板减少症,1
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
水痘,1
核酸检测门诊报销,24
血友病,2
血友病,2
核酸检测门诊报销,24
核酸检测门诊报销,24
核酸检测门诊报销,24
