name,value
糖尿病胰岛素治疗,7
糖尿病胰岛素治疗,7
糖尿病胰岛素治疗,7
不稳定型心绞痛,1
脑出血（伴神经功能缺损）,1
核酸检测门诊报销,95
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
核酸检测门诊报销,95
肺恶性肿瘤,2
恶性肿瘤,5
恶性肿瘤,5
恶性肿瘤,5
急性左心衰竭,1
核酸检测门诊报销,95
核酸检测门诊报销,95
冠状动脉粥样硬化性心脏病,6
核酸检测门诊报销,95
冠状动脉粥样硬化性心脏病,6
急性胃炎,2
核酸检测门诊报销,95
冠心病,5
核酸检测门诊报销,95
高血压（居民两病）,56
老年性白内障,1
核酸检测门诊报销,95
核酸检测门诊报销,95
脑动脉供血不足,4
肺恶性肿瘤,2
核酸检测门诊报销,95
面神经炎,1
恶性肿瘤维持性化学治疗,1
核酸检测门诊报销,95
全血细胞减少,1
核酸检测门诊报销,95
慢性心功能不全急性加重,1
糖尿病胰岛素治疗,7
糖尿病胰岛素治疗,7
肺性脑病,1
核酸检测门诊报销,95
缺血性脑血管病,2
胆管恶性肿瘤,1
核酸检测门诊报销,95
糖尿病胰岛素治疗,7
高血压（居民两病）,56
高血压（居民两病）,56
核酸检测门诊报销,95
冠状动脉供血不足,1
核酸检测门诊报销,95
核酸检测门诊报销,95
高血压,3
高血压病Ⅲ期_并发心脏病变,3
肾病综合征,1
核酸检测门诊报销,95
核酸检测门诊报销,95
冠心病,5
核酸检测门诊报销,95
慢性阻塞性肺病伴有急性加重,1
核酸检测门诊报销,95
输尿管结石,1
核酸检测门诊报销,95
慢性阻塞性肺病,2
高血压病Ⅲ期_并发血管病变,2
高血压病Ⅲ期_并发血管病变,2
肢体肿物,1
核酸检测门诊报销,95
脑梗死（伴神经功能缺损）,4
脑梗死（伴神经功能缺损）,4
恶性肿瘤,5
恶性肿瘤,5
核酸检测门诊报销,95
高血压3级,1
高血压（居民两病）,56
脑梗死,7
核酸检测门诊报销,95
核酸检测门诊报销,95
脑梗死,7
核酸检测门诊报销,95
冠心病,5
高血压（居民两病）,56
高血压（居民两病）,56
高血压病Ⅲ期_并发心脏病变,3
核酸检测门诊报销,95
胰腺占位性病变,1
核酸检测门诊报销,95
脑梗死,7
糖尿病（居民两病）,2
糖尿病胰岛素治疗,7
核酸检测门诊报销,95
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
老年性白内障（白内障超声乳化摘除术）（单病种）,1
核酸检测门诊报销,95
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
高血压（居民两病）,56
心功能不全,2
核酸检测门诊报销,95
核酸检测门诊报销,95
核酸检测门诊报销,95
继发性高血压,2
痴呆,1
核酸检测门诊报销,95
核酸检测门诊报销,95
脑动脉供血不足,4
核酸检测门诊报销,95
核酸检测门诊报销,95
急性胃炎,2
核酸检测门诊报销,95
慢性胃溃疡不伴有出血或穿孔,1
高血压（居民两病）,56
高血压（居民两病）,56
核酸检测门诊报销,95
继发性高血压,2
胆囊结石,1
核酸检测门诊报销,95
核酸检测门诊报销,95
脑动脉供血不足,4
糖尿病（居民两病）,2
肺占位性病变,1
核酸检测门诊报销,95
意外伤害,2
核酸检测门诊报销,95
核酸检测门诊报销,95
意外伤害,2
核酸检测门诊报销,95
核酸检测门诊报销,95
核酸检测门诊报销,95
冠心病,5
核酸检测门诊报销,95
核酸检测门诊报销,95
慢性支气管炎,2
心功能不全,2
核酸检测门诊报销,95
高血压（居民两病）,56
抑郁症（系统治疗三个月以上）,2
抑郁症（系统治疗三个月以上）,2
脑梗死,7
脑梗死,7
核酸检测门诊报销,95
冠状动脉粥样硬化性心脏病,6
核酸检测门诊报销,95
下肢疼痛,2
核酸检测门诊报销,95
肠梗阻,1
核酸检测门诊报销,95
核酸检测门诊报销,95
冠状动脉粥样硬化性心脏病,6
高血压（居民两病）,56
高血压（居民两病）,56
核酸检测门诊报销,95
冠状动脉粥样硬化性心脏病,6
核酸检测门诊报销,95
高血压（居民两病）,56
核酸检测门诊报销,95
脑梗死,7
冠心病心律失常型,1
子宫恶性肿瘤,2
核酸检测门诊报销,95
子宫恶性肿瘤,2
核酸检测门诊报销,95
核酸检测门诊报销,95
冠状动脉粥样硬化性心脏病,6
后循环缺血,2
核酸检测门诊报销,95
脑血管病,1
核酸检测门诊报销,95
脑梗死（伴神经功能缺损）,4
慢性支气管炎,2
颈内动脉供血不足,3
颈内动脉供血不足,3
颈内动脉供血不足,3
腰痛,6
腰痛,6
腰痛,6
腰痛,6
腰痛,6
腰痛,6
高血压（居民两病）,56
高血压（居民两病）,56
下肢疼痛,2
高血压（居民两病）,56
核酸检测门诊报销,95
后循环缺血,2
核酸检测门诊报销,95
脑动脉供血不足,4
冠心病_心律失常,1
核酸检测门诊报销,95
重度贫血,1
