name,value
鼻出血,84
黄斑,84
高血压病,84
高血压,84
骨质,44
骨折,43
陈旧性,43
阻塞性,16
阑尾炎,13
门诊,13
超声,10
衰竭,8
自发性,8
腰椎间盘,6
脑部,6
脑血管病,6
脑梗死,6
胰腺炎,6
胰岛素,5
胬肉,5
胆管炎,5
胆总管,5
胃肠功能,4
胃炎,4
胃溃疡,4
肾衰竭,4
肾功能,4
肺部,3
肺病,3
肺炎,3
肺源性,3
肺气肿,3
肠炎,3
肠梗阻,3
老年性,3
翼状,3
缺血,2
缺损,2
结石,2
细菌性,2
紊乱,2
糜烂性,2
糖尿病,2
粥样,2
突出,2
稳定型,2
神经功能,2
硬化性,2
眩晕,2
相关性,1
白内障,1
病种,1
病理性,1
病变,1
疏松,1
消化道,1
治疗,1
气胸,1
检测,1
核酸,1
支气管炎,1
支气管,1
摘除术,1
报销,1
慢性,1
感染性,1
感染,1
意外,1
恶性肿瘤,1
急性,1
心脏病,1
心肌梗死,1
心绞痛,1
心律失常,1
心功能,1
循环,1
并发,1
年龄,1
左心,1
居民,1
尿潴留,1
妊娠,1
头晕,1
增生,1
哮喘,1
咽炎,1
呼吸衰竭,1
变性,1
发热,1
原有,1
动脉,1
加重,1
前列腺,1
分娩,1
出血,1
冠状动脉,1
冠心病,1
关节炎,1
便秘,1
供血,1
